為	làm việc,vị,vy,vi
睔	cổn
播	bả,bá
瓞	điệt
掐	kháp
创	sáng,sang
付	phó,phụ
萎	nuy,uy,ủy
蠢	xuẩn
灑	tẩy,sái,si
滪	dự
甒	vũ
毚	sàm
抯	tra
郓	vận
編	biên
彏	cược,quặc
粇	canh
昂	ngang
唳	lệ
属	thuộc,chú,chúc
囡	niếp,nam
飵	tộ
里	lí,lý
罣	khuể,quái
璽	tỷ,tỉ
藚	tục,độc
瘇	chủng
箱	sương,tương
濞	tý,tỵ,tị
鱠	khoái,quái
竦	tủng
腍	nhẫm
溪	hoát,khê
瀷	dực
紙	chỉ
薔	sắc,tường
繢	hội,hối
沴	lệ,diễn
闺	khuê
犨	thù,sưu
妠	nạp
釢	nãi
癒	dũ
讻	hung
垯	đáp
嘈	tào
蘁	ngạc,ngộ
餖	đậu
膦	lân,lận
乱	loạn
紥	trát
蝒	miễn
爚	dược
申	thân
驴	lư
斾	bái
噙	cầm
矠	tích
曽	tằng
肽	thái
慔	mạc
掏	đào
髽	qua,toa
瑪	mã
戈	qua
崙	luân,lôn
吿	cốc,cáo
夸	khoa,khõa
蕑	gian
齄	tra
见	kiến,hiện
攴	phộc,phốc,phác
嶜	toàn,tâm
坂	bản,phản
鬉	tùng,tông
裴	bùi,bồi
振	chấn,chân,chẩn
擰	ninh,nịnh
绹	đào
唲	oa,nhi
籃	lam
璐	lộ
辅	phụ
浔	tầm
咅	phôi,phủ
錈	quyển
鏏	duệ,vệ
襼	nghệ
巆	vanh
霄	tiêu
輢	ỷ
崄	hiểm
盞	trản
晴	tình
啼	đề
臋	đồn
矶	ky,ki
塚	trũng,trủng
沩	duy,vy
簃	di,dĩ
餛	hồn
頓	đốn
僊	tiên
咡	nhị
椉	thừa
印	ấn
鄇	hậu
丯	phong
潍	duy
鐈	kiều
粝	lệ
银	ngân
狔	nỉ
邯	hàm
您	nẫn,nâm
柠	ninh,nịnh
閴	khuých
欵	khoản
耢	lạo
庇	tý,tí
挺	đĩnh
擿	thích,trịch,trích
蚬	hiện
蛼	xa
飰	phạn,phãn
轧	ca,yết,loát
劫	kiếp
襬	bi,bãi
鉔	táp
瘓	hoán
眃	hỗn
勚	duệ
髿	ta
颲	liệt
仏	phật
陷	hãm
窝	oa
壚	lự,lư,lô
斁	đố,dịch
笒	linh
澀	sáp
饨	đồn
蟖	tư
硚	kiều
鵙	quyết
儴	nhương
諔	xúc,tịch
鏁	tỏa
鬙	tăng
穥	dự
珤	bảo
縻	my,mi
袗	chân,chẩn
確	xác
姏	kiềm
神	thần
疊	điệp
糷	lan
恭	cung
秞	dứu
髖	khoan
鎤	hoảng
肭	nạp,nột
贞	trinh
秬	cự
俭	kiệm
硏	nghiên,nghiễn
嘻	hy,hi
遌	ngạc,ngộ
蟮	thiện
瘪	biết,biệt,tất
炨	xuy
各	các
捡	kiểm
派	ba,phái
験	nghiệm
詎	cự
墾	khẩn
谂	thẩm
紳	thân
詻	ách,ngạch
勃	bột
侩	khoái,quái
摊	than
沽	cô,cổ
黾	mãnh,mẫn
枢	xu
骇	hãi
沵	lệ
穟	tuệ,toại
寚	bảo
揹	bội
拖	đà,tha
俙	hy
謠	dao
黨	chưởng,đảng
溽	nhục
眈	đam
枴	quải
鞡	lạp
那	na,nả,ná
饘	chiên
蕢	qũy,khoái
針	trâm,châm
墄	thức
鮆	tễ
恉	chỉ
鴇	bảo
换	hoán
鬯	sưởng
姻	nhân
残	tàn
牲	sinh
獮	tiển
冀	ký,kí
肆	thích,tứ,dị
湔	tiền,tiễn,tiên
晛	hiện
鵒	dục
妉	đam
嘘	hư
巍	nguy
渑	mẫn,thằng,miễn
駿	tuấn
馺	táp
鹧	giá,chá,gia
鍋	oa
烟	yên,nhân
冬	đông
鎪	sưu
跌	điệt,trật
茴	hồi
綴	chuế,chuyết,xuyết
汝	nhữ
媧	oa
謑	hệ
鐹	qủa
詠	vịnh
会	cối,hội
齅	khứu
閿	văn
疆	cương
呗	bối,bái
箯	tiên
蜸	khẩn
飼	tự
螎	qủa,dung
帱	đào,trù
幋	bàn
聿	duật
貃	mạch
的	đích,để
籼	tiên
鹒	canh
衪	dị
紉	nhận,nhân
坌	phần,bộn
噉	đạm,hám
没	một
瓈	ly,li,lê
鮝	tưởng
鏛	thường
鞀	đào
賸	thứng,thặng
禨	ky,kỵ
綱	cương
濴	oanh,huỳnh
阅	duyệt
懟	trụy,đỗi
螂	lang
賠	bồi
秅	nà,trà
豕	thỉ
噜	lỗ,rô
琚	cư
泋	húy
嘂	khiếu
哜	tế,tễ
涤	địch
垸	hoàn,viện
嗃	hao,hạc,háo
縯	diễn
襍	tập,tạp
曣	yến
續	tục
鍀	đắc
絀	chuyết,truất
攜	huê
茎	hành
鰐	ngạc
苣	cự
鯾	tiên
颖	dĩnh
瀜	dong,dụng,dung
皇	hoàng
晅	huyên
驰	trì
緘	giam
涖	lị
嘴	chủy
滯	trệ
羍	thát
忲	thái
鯀	cổn
蜕	thuế
敪	uyết,xuyết
鎌	liêm
紛	phân
塔	tháp,đáp
莠	dữu,tú,dửu
穈	my,môn
葆	bảo
傒	hề,hễ
瘊	hầu
䎬	bá
舃	tích
躡	niếp,nhiếp
胬	nỗ
忨	uyển,ngoan
现	hiện
缝	phúng,phùng
嘖	sách,trách
買	mãi
迮	trách
遜	tốn
奭	thích
鑴	huê
蚻	trát
槼	quy
诓	cuống
绖	điệt
無	vô,mô
釴	dặc
蛟	giao
缡	sỉ,ly,li,sái
樘	sanh,đường
昋	huệ
讵	cự
珷	vũ
塉	tích
辁	thuyên
瞠	sanh
掠	lược
秕	bỉ,tỷ
茍	cức,cẩu
麠	canh
俯	phủ
榘	củ
斻	hàng
枇	tì,tỳ
桬	sa
暋	mân,mẫn
紐	nựu,nữu
玻	pha
爥	chúc
霿	mộng,mậu
澴	hoàn
软	nhuyễn
胊	cù
熏	huân
殛	cức
鎒	nậu
陪	bồi
娿	a,ả
肧	phôi
鏕	ao
噩	ngạc
搛	kiêm
笵	phạm
茫	mang
厕	trắc,xí
弝	bá
渖	thẩm
傻	sỏa,xọa,sọa
咺	tuyển,tuyên,huyến
䐇	thần
豾	phi
狜	cổ
钓	điếu
讟	độc
鸢	diên
兟	sân
懠	tê
嶫	nghiệp
謎	mê
谘	tư,ti
盳	manh
粕	phách
腇	nỗi
阗	điền
暱	nật,nặc
均	quân,vận
刂	đao
燏	uất,duật
淚	lệ,lụy
獄	ngục
赬	sanh,trinh,xanh
攩	đảng
灴	hồng
瘴	chướng
笃	đốc
畞	mẫu
邝	quảng
叽	ky,kỉ,cơ
摝	lộc
畛	chẩn
蕴	ôn,uẩn,uấn
幣	tệ
运	vận
鐂	lưu
巹	cẩn
奂	hoán
骝	lưu
磓	đôi
刅	sang
骏	tuấn
禕	y
蜥	tích
儹	toản
剔	dịch,thế
媚	mị
厞	phi
鮑	bão,bào,bảo
堭	hoàng
啽	ngàm
吋	thốn,đẩu
辶	sước
洇	yên,nhân
氡	đông
偫	trĩ
觟	khỏa
竫	tĩnh
榩	kiền
咋	trá,trách
痗	mội,một,mỗi
濆	phún,phẫn,phần
蚷	cự
烁	thước
輥	cổn
断	đoạn,đoán
籣	lan
橰	cao
尒	nhĩ
譓	huệ
医	y,ế
趂	sấn
辡	lạt,biện
簩	lao
鲑	khuê,hài
鼩	cù
砻	lung
痑	đả
懘	sế
弻	bật
罂	anh
盎	áng
复	phục,phúc,phú,phức
觇	chiêm,siêm
键	kiện
辥	tiết
泻	tích,tả
枹	phu,phù,bao
鐶	hoàn
选	tuyển,tuyến
梡	khoản
诚	thành
膬	sế
扈	hỗ
頠	ngỗi
楊	dương
肾	thận
紂	trụ
褣	dung
籁	lãi,lại
髮	phát,bị
畔	bạn
榻	tháp
緋	phi
搯	thao,đào
誓	thệ
仮	giá,giả
留	lưu
鐁	tư
様	dạng
毯	thảm
妹	muội
彔	lục
末	mạt
場	tràng,trường
毨	tiển
療	liệu
涞	lai
酗	hú,húng,hung
豈	khởi,khỉ,khải
縭	sỉ,ly,li,sái
攧	điên
鷙	chí
鸞	loan
髶	nhung
榜	báng,bảng
夢	mộng,mông
旣	ký,kí
昈	hộ
吻	vẫn
榯	thì
假	giá,hà,giả
癞	lại
绌	chuyết,truất
宿	túc,tú
努	nỗ
蒡	bàng,bảng
梟	kiêu
娃	oa
衍	diên,diễn
翁	ông
擞	tẩu
燄	diễm
巽	tốn
郇	hoàn,tuân
俌	phụ
蛫	qủy
柰	nại
洳	nhự,như
係	hệ
诬	vu
栂	mẫu
剠	kinh,kình,lược
蜰	phì
單	đơn,đan,thiền,thiện,đạn
閗	đấu
凉	lương,lượng
望	vọng
槻	quy
舝	hạt
旛	phan
粢	tế,tư,từ
瞲	huyết
绚	huyến
艘	tao,sưu
穅	khang
嚗	bác
咱	cha,ta,gia
羒	phân,phần
舁	dư
漴	sùng
驃	phiếu,phiêu
佉	khư
睼	đề
辕	viên
掖	dịch
斌	bân
璚	quỳnh
茱	thù
嗄	hạ,sá,a,chới
彝	di
酶	môi
冑	trụ
揦	lạt,lạp
檷	nhĩ
滔	thao,đào
错	thố,thác
骄	kiêu
攭	lệ
妮	ni
镞	thốc
逻	la
坦	thản
檽	nâu
峪	cốc,dục
趴	bát
腌	khảng,yêm
喬	kiêu,kiều
飿	đốt
踾	bức
磝	ngao
凢	phàm
礧	lôi,lỗi
檞	giải
彄	khu
虔	kiền
糞	phân,phẩn,phấn
旊	phưởng
撦	xả
馏	lựu,lưu
胖	phán,bàn
霹	phích,tích
井	đán,tỉnh,tĩnh
硡	hoành
玓	đích
惪	đức
赡	thiệm
筥	cử
绸	thao,trừu,trù
彼	bỉ
荈	suyễn,xuyễn
经	kinh
轕	cát
鹳	quán
炭	thán
螷	bảnh
椌	khoang,oản,không
鲙	khoái,quái
翏	liêu,liệu
脒	mễ
鍫	thiêu
慌	hoang,hoảng
鍮	thâu
餚	hào
拕	đà,tha
俈	khốc
哼	hanh
菟	đồ,thố,thỏ
翺	cao,ngao
酞	thái
味	vị
紬	trừu
苺	môi
蔭	âm,ấm
卦	quái
绶	thụ
婕	tiệp
唯	duy,dụy
铀	do
扰	nhiễu
勧	cần
橈	kiêu,nạo,nhiêu
氖	nãi
兆	triệu
厤	lịch
躭	đam
麷	phong
壘	lũy,luật,lỗi
妐	chung
鎡	tư
蚂	mã
躧	sỉ
紆	u,vu,hu
碯	não
霓	nghê
俕	tám
试	thí
柂	đà,di
躶	khỏa,lõa
虣	bạo
缆	lãm
莤	súc,du
铋	bí
眬	lung
孷	ly
愬	tố,sánh,sách
仛	đạc,sá
裥	giản,cán
靺	mạt
虜	lỗ
評	bình
邻	lân
甍	manh
嘧	mật
泿	ngân
绿	lục
恈	mâu
蛁	điêu
咣	quang
祊	banh
醶	nghiệm
浓	nùng
鉍	bí,tất
撅	quyết,quyệt,quệ
蠍	hiết,yết
諻	hoàng
菂	đích
鷯	liêu
批	phê
航	hàng
燎	liệu
闼	thát
欞	linh
衢	cù
瘜	tức
溅	tiễn,tiên
笰	phất
鳬	phù
誖	bội
鱣	chiên,thiện,triên
匐	bặc
耠	hoát
薳	vị,vĩ
笅	hào
炒	sao
罫	quải,quái
楹	doanh
衸	giới
蔚	uất,úy
蹦	băng,bính
璘	lân
幮	trù
助	trợ
码	mã
檰	miên
噘	quyết
誄	lụy,lỗi
张	trương,trướng
訩	hung
嗐	hại,hạt
诀	quyết
蒪	thuần
鮁	bát,phệ
喏	nhạ,nặc
榾	cốt
犺	kháng
阄	cưu
隙	khích
抉	quyết
診	chẩn
侧	trắc
墐	cận
矖	ly
堲	tức
蹤	tung
舚	thiêm
怖	phố,bố
琪	kỳ,kì
镲	sát
熱	nhiệt
扆	ỷ
佘	xà
吣	khấm
鉋	bào
輛	lạng,lượng
膈	cách
咻	hú,hủ,hưu
豀	hề,khê
滷	lỗ
痘	đậu
頣	di
缗	mân
岉	vật
蹵	xúc,thúc
鲐	thai,di
朱	châu,chu
胰	di
芠	văn
憭	liễu,liêu,liệu
襌	đan,đơn
俴	kiến,tiễn
蘅	hành,hoành
钧	quân
霣	vẫn
倐	thúc
舟	châu,chu
峴	hiện,nghiễn
鈺	ngọc
皁	tạo
嘑	hô,hố
罌	anh
咭	cật,khiết,kê
鯖	chinh,thinh
厬	qũy
湿	thấp,chập
释	thích,dịch
璠	phan
慨	khái
侞	như
槑	mai
翄	sí
傜	dao
趕	cản
鄔	ổ
犞	kiều
涧	giản
葩	ba
痙	kinh,kính
元	nguyên
绩	tích
轎	kiệu
痲	ma
皚	ngai
欸	ái,ải,ai
翦	tiễn
潮	triều,trào
鸥	âu
哔	tất
鞞	bỉ,bính
漅	sào
舻	lô
戮	lục
蚢	hàng
恓	tê,tây
锨	hân
癢	dưỡng,dương,dạng
顱	lư,lô
辔	bí
榛	trân,trăn
墖	tháp,đáp
儱	lung,lũng
丶	chủ
珃	nhiễm
顇	tụy
仲	trọng
嫵	vũ
憬	cảnh
駓	phi
赜	trách
翔	tường
澰	liễm
緎	vực
殥	dần
繹	dịch
絇	cù
爿	bản,tường
弍	nhị
企	xí
櫰	hoài
踵	chủng
閂	soan
箫	tiêu
羔	cao
謼	hô
縦	túng
腮	tai
吧	ba
簝	liêu
邦	bang
豁	hoát,khoát
蠉	huyên
烤	khảo
陨	vẫn,viên
嫫	mô
慍	uẩn,uấn
衰	suy,súy,thoa,thôi
鶠	yển
堪	kham
鈄	đẩu
秆	cán
觥	quang,quăng
艳	diễm
宓	phục,mật
撧	tuyệt,quyết
孓	củng,quyết
踐	tiễn
毌	quán
懑	muộn
縓	thuyến
瞏	quỳnh
曵	duệ
輂	cúc
掿	nạch
彥	ngạn
蒩	tô
緫	thông,tổng
裭	sỉ
鈞	quân
跭	hàng
鄗	hạo,khao
白	bạch
皵	thước
敩	giáo,hiệu
鏟	sản,sạn
惰	đọa,nọa
鼟	thăng
浤	hoành
瘞	ế
绍	thiệu
脝	hanh
鮨	qùy,nghễ
篘	trừu
萸	du
镡	thiền,tầm,đàm
蒴	sóc
耄	mạo
晌	thưởng,hướng
禓	thương,dương
鑭	lạn,lan
佖	tất
楠	nam
铧	hoa
缁	truy,tri
戱	hô,hí,huy,hý
秃	thốc,ngốc
豯	hề
黸	lô
躓	chí,trí,tri
碍	ngại
鄀	nhược
淝	phì
围	vy,vi
苡	dĩ
牦	mao,ly,li
沸	phất,phí
蹊	hề
媻	bàn
垛	đóa
簣	qũy
徹	triệt
砢	kha,lõa
厍	xá
皱	trứu
虍	hô
惮	đạn
蒯	khoái
餎	lạc
鲤	lí,lý
縴	khiên,khiến
嚷	nhượng,nhương,nhưỡng
刲	khuê
𦒟	phách
譩	y
庤	chí,trĩ
寠	lũ,cũ
堠	hậu
襥	bộc
孥	nô,noa
滄	thương
覘	chiêm,siêm
轨	qũy
癣	tiển
畜	súc,húc
莆	bồ,phủ
礮	bác,pháo
慦	ngận
醚	my,mê
棊	kỳ,kì
窴	điền
卟	kê
灤	loan
脞	thỏa,thoa,tỏa
榼	khạp,kháp
憯	thảm
鏻	lân
莂	biệt
娓	vỉ,vĩ
蚠	phân,phẫn
鯊	sa
槙	điên
裆	đương,đang
缎	đoạn
疮	sang
颛	chuyên
鞬	kiện
雝	ủng,ung
殪	ế
魃	bạt
墀	trì
槤	liên
灋	pháp
窆	biếm
欢	hoan
培	bẫu,bậu,bồi
蓯	thung
刿	quế
懫	chí
槥	tuệ
斅	hiệu
癄	tiều
厣	áp
篳	tất
蟻	nghị,nghĩ
癆	lao
弩	nỗ
胮	bàng,phang
鄊	hương
硎	hình
唆	toa
髡	khôn
掸	đàn,đạn
璵	dữ,dư
蝀	đông
帕	bạch,phách,mạt,phạ
虯	cầu
嶕	tiêu
披	phi,bia
倨	cứ
氯	lục
器	khí
穬	quáng
槐	hòe
稍	sao,sảo
晻	ám,yểm,ảm
牁	ca
埆	xác
颧	quyền
遨	ngao
釗	chiêu
鶹	lưu
鴈	nhạn
鴛	uyên
嬿	yến
訧	vưu
蝗	hoàng
珓	giảo
莿	thích
乖	quai
耑	đoan,chuyên
鑿	tao,tạc
慇	ân
礫	lịch
釀	nhưỡng
侘	sá
岥	pha
幧	thiêu
嶔	hâm,khâm
伟	vĩ
鸡	kê
銽	tiêm
毬	cầu
篗	dược,diệp
卂	tín
韻	vận
寎	kính
愣	lăng
遹	duật
疖	tiết
說	thuyết,duyệt,thoát,thuế
孡	thai
蹌	thương
芮	nhuế
娧	duyệt
匦	qũy
昉	phưởng
类	loại
塼	chuyên
掷	trịch
柜	qũy,cự,cử
臊	tao,táo
邏	la
饵	nhĩ,nhị
娱	ngu
鶿	tư
巑	tán,toản
卩	tiết
蛘	dưỡng,dạng
蜒	duyên,diên
覊	ky,ki
冻	đông,đống
黈	thẩu,thâu,chủ
嵇	kê
璸	tân
偅	chủng,động
室	thất
诟	cấu
倈	lại,lai
醢	hải
劈	phách
祑	trật
丝	ty
矦	hầu
葢	cái,hạp
塞	tái,tắc
架	giá
袊	lãnh
鼄	thù,chu
碅	khuân
啕	đào
傺	sế
脤	thận,thần
喦	nham
輹	phục,phúc,bức
億	ức
绣	tú
晋	tấn
雌	thư
穵	oạt,ấp
謘	trì
窬	du
帧	tránh
给	cấp
騖	vụ
啈	hạnh,hanh
度	độ,đạc
黅	câm
菱	lăng
綩	uyển
肌	cơ
伤	thương
箊	ư
禁	cấm,câm,cầm
耸	tủng
政	chinh,chính,chánh
泥	nệ,nễ,nê
吨	đốn
豺	sài
亭	đình
铲	sản,sạn
懻	ký
齛	tiết
剳	tráp
鉺	nhĩ,nhị
劳	lạo,lao
纰	phi,bì
题	đề
覕	miết
蕡	phí,phần
呬	hi,linh,hứ
湏	tu,hối
皆	giai
貰	thế
坋	phấn
嗞	chi,tư
碥	biển
堳	thi
馝	tất
辴	xiên,xiển
篸	trâm,sâm
鸴	hạc
缲	tao,tảo,sào
梲	chuyết,thoát
類	loại
旒	lưu
抐	nạp,nột
尧	nghiêu
栢	bách,bá
哲	triết
衒	huyễn
糗	khứu
碆	ba
憷	sở
蝖	huyên
婴	anh
籉	đài
鑷	nhiếp
虀	tê
鰣	thì
獧	quyến
葑	phúng,phong
彤	đồng
舎	xá
欹	y,khi
擁	ủng,ung
颟	man
昱	dục
蛊	cổ
赢	doanh
蜇	triết
囷	khuân
玃	quắc,quặc
旆	bái
蛏	sanh
挌	cách
蔻	khấu
猛	mãnh
踣	phấu,bặc
瑜	du
部	bẫu,bộ
鋂	môi
黦	uất
积	tích,tí
塍	thành,thăng
莑	bồng
板	bản
瞙	mạc
澖	nhàn
柨	thị,sĩ
茞	chỉ,thần
礬	phàn
顦	tiều
梂	cầu
飮	ấm,ẩm
數	xúc,sổ,số,sác
审	thẩm
龇	thử,sài
贬	biếm
鑁	tông
爸	bả,ba
獠	liêu,lão
潦	liêu,lạo,lao
繐	tuệ,huệ
轶	điệt,triệt,dật
鰒	phục
譛	trấm
嚳	khốc
瓶	bình
醑	tữ,tử
爓	diêm,kiền,diễm
圅	hàm
煗	noãn
濤	đào
濈	trấp
圞	luân,loan
魆	tuất,huất
訏	hủ,hu
誨	hối
緌	nhuy,tuy
蹇	giản,kiển
媾	cấu
褌	côn
澣	cán,hoán,hoãn
幡	phan,phiên
缂	khách
賜	tứ
顸	han
暿	hy
鸳	uyên
匚	phương
矁	thu,thiễu
籚	lư
铎	đạc
祚	tộ
谧	mật,mịch
綬	thụ
蕺	trấp
梈	phanh
踈	sơ
朮	truật
灟	chúc
蹾	đôn
邑	ấp
牺	hy,hi
樼	trân
轻	khánh,khinh
硼	phanh,bằng
珍	trân
贵	qúy
壎	huân
賞	thưởng
膌	tích
号	hào,hiệu
齈	nông
驭	ngự
魟	hồng
捥	oản,uyên
髵	nhi
膪	súy
辵	sước
擀	cán
騤	quyết,qùy
消	tiêu
纾	thư
聟	tế
装	trang
滮	bưu
罦	phù
樠	man
霞	hà
軳	bào
讂	huyến
麨	xiểu
鳟	tôn,tỗn
嚏	đế,sí
岔	xóa,sá,xá
髺	kế,quát
輶	du
众	chúng
袚	phất,bát
窗	song
昙	đàm
喧	huyên
癮	ẩn
焌	tuấn
赔	bồi
舔	thiểm
庠	tường
譟	táo
缋	hội
嚚	ngân
攈	quấn
次	thứ,tư
靧	hối
昃	trắc
铮	tranh
惹	nhạ,nha
厖	bàng,mang
囍	song hỉ,hỉ
薻	tảo
椟	độc
鸭	áp
旜	chiên
籛	tiên
硯	nghiễn
黻	phất
鮎	niềm,niêm
薾	nhĩ
坜	lịch
唤	hoán
樺	hoa
噂	tổn,tỗn
撕	ty,tê,ti,tề,tỵ
棽	sâm
巿	phất,thị
芫	nguyên,diêm
釂	tiếu
幦	mịch
剑	kiếm
秋	thu,thâu
洶	hung
歪	oa,oai
薴	ninh,trữ
逐	trục
槹	cao
萱	huyên
蹷	quyết
鼬	dứu
驺	sô
颔	hạm
仗	trượng
褵	sỉ,ly,li,sái
賀	hạ
矧	thẩn
蕰	ôn,uẩn
瑿	ê
玭	biền
阂	ngại
磲	cừ
綇	thu
痏	vị
躕	trù
瞽	cổ
授	thụ,thọ
謊	hoang
潞	lộ
簋	qũy
條	thiêu,điêu,điều
祫	hợp,hạp
鬛	liệp
母	mô,mẫu
缥	phiếu,phiêu
狫	lão,lao
哤	mang
邕	ung
濫	hạm,lam,lạm,lãm,cãm
跬	khuể
坝	bá
崼	thị
犉	nhuyên,thuần
銼	tòa,tỏa
阻	trở
驼	đà
誺	sỉ
搊	sưu,xâu,trửu,xu,sâu
枘	nhuế
緰	đầu
悳	đức
锊	luyệt
糉	tống
嫪	liệu
竺	đốc,trúc
蛖	mang
瞌	khạp,hạp
巣	sào
伛	ủ
韎	muội
笯	nô
餒	nỗi
澒	hổng,hống
权	quyền
檬	mông
鱘	tầm
蟧	liêu,lao
瘵	sái
堵	đổ
㐹	ngật
邮	bưu
忞	mân
猼	bác
聴	thính
鸰	linh
蝉	thiền,thuyền
糁	tảm
瀌	tiêu
褢	hoài
饬	sức
鉠	ương
諆	khi
餡	hãm
魉	lưỡng,lượng
賚	lãi,lại
痴	si
旳	đích
艄	sao
捏	niết
蘗	nghiệt,bách
鏥	tú
仅	cẩn,cận
酦	phát,bát
來	lãi,lai
屪	liêu
餬	hồ
原	nguyên,nguyện
鱿	vưu
窵	điếu
汁	hiệp,chấp,trấp
苔	đài
囫	hốt
陼	chử,đổ
蕃	phiên,phiền,phồn
垂	thùy
龒	long
絥	phục
瀼	nhượng,nhương,nhưỡng
鱤	cảm
鯚	qúy
甊	lậu
蠶	tằm,tàm
钳	kiềm
蕘	nhiêu,nghiêu,nhiễu
亄	ý
温	ôn,uẩn
侐	tuất,hức
仫	mu
驩	hoan
毇	hủy
眲	nhị
犛	mao,ly,li
桓	hoàn
襜	xiêm
都	đô
疥	giới
鲛	giao
瑟	sắt
玩	ngoạn
倂	tính
胂	thân
壺	hồ
崡	hàm
旄	mao,mạo
麟	lân
嬸	thẩm
纽	nựu,nữu
玏	lặc
蒧	điểm
亀	quy
枲	tỷ,tỉ
詮	thuyên
堙	nhân
吞	thôn
鯠	lai
步	bộ
鉘	thế
樲	nhị
峇	khạp
鰲	ngao
糡	cưỡng
熺	hy
怔	chinh
芝	chi
陭	y,khi
鲱	phi
逋	bô
衟	đạo
劼	cật
穢	uế
报	báo
厨	trù
锅	oa
髴	phất,phí
棅	bính
植	thực,trị,trĩ
朏	phỉ
誌	chí
郯	đàm
唎	lợi
姺	sân,sâm,tiên
謵	tập
簺	tái
閘	sạp,áp
牵	khiên,khản
淬	thối,tụy
诱	dụ
洨	hào
侣	lữ
隧	trụy,toại
轘	hoàn
诇	huýnh,quýnh
寯	tuấn
雨	vụ,vũ,vú
囙	nhân
貶	biếm
橾	táo
綦	kỳ,kì
旦	đán
稞	khoa,khỏa
择	trạch
骓	chuy
鐨	phí
颃	hàng,kháng,cang
銸	triếp,nhiếp
騋	lai
对	đối
瀞	tịnh
鸽	cáp
盐	diêm
蟓	tượng
臠	luyến
丢	đâu
錍	bề,ty,phê
倓	đảm,đàm
雞	kê
陂	pha,bí,bi
剗	sản,sạn
栾	loan
峞	qụy
撿	liệm,kiểm
登	đăng
膕	quắc
僉	thiêm
鯈	du
芧	trữ,tự
紟	cấm,câm
區	khu,âu
閭	lư
鹼	kiềm,giảm,dảm,kiểm,thiêm
挤	tê,tễ
坼	sách
櫪	lịch
锹	thiêu
爛	lạn
邲	tất,bí,bật
蜓	đình
偸	thâu,du
鵌	dư
蜹	nhuế
綖	tuyến,diên
摳	khu
渗	sấm
跱	trĩ
滩	than
浴	dục
质	chí,chất
糐	đoàn
議	nghị
鶴	hạc
鎯	lang
㳠	thát
襁	cưỡng
芻	sô
恧	nục
緺	oa
株	châu,chu
尴	dam,giam
绑	bang,bảng
潤	nhuận
驈	duật
瞈	ổng
專	chuyên
按	án
仞	nhận
爢	mi
釉	dứu
揪	thu,tưu
鄹	trâu,tụ,châu
币	tệ
悧	lợi
痹	tý,tí
樗	sư,xư
捧	phủng,bổng,phụng
瀛	doanh
鯨	kình,canh
癕	ung
羸	nuy,luy
荭	hồng
滨	tân
骁	kiêu
当	đáng,đương,đang
鴟	si
怬	tứ
鏞	dong,dung
贴	thiếp
莊	trang
鳙	dong,dung
硙	cai,ngại
臘	lạp
藑	quỳnh
謥	tổng,tông
獫	hiểm
谫	tiễn
钷	phả
碘	điển
讐	thù
鋈	ốc
獺	thát
汏	đại,thái
舜	thuấn
墨	mặc
镯	trạc
唌	duyên,tiên
弌	nhất
鬒	chẩn
潬	đán
燂	tầm
褐	cát,hạt
蒜	toán
耐	năng,nại
敍	tự
廀	sưu
礝	nhuyễn
诶	hy,ai
跦	trù
僅	cẩn,cận
捃	quấn,quận
渮	ca
馽	trập,chấp
淒	thiến,thê
汹	hung
撼	hám
滎	huỳnh
犍	kiền
偋	bình,bính
麏	quân
年	niên
殗	yểm,yếp,yêm
虹	hồng,hống
醬	tương
豻	ngạn,ngan
馡	phỉ,phi
歙	hấp,thiệp
搪	đường
膍	tỳ,tì,bì
委	uy,ủy
烬	tẫn
郦	lịch,ly,li
缄	giam
潷	tiết
脬	phao
絚	căng
炉	lư,lô
萉	phì,phí,phỉ
菫	cần,cận
喁	ngu,vu,ngung
波	ba
韝	câu
檳	tân
諡	thụy
舫	phang,phảng
鎊	bàng,bảng
捲	quyền,quyển
塋	doanh,oanh
戊	mậu
殹	ê,ế
骛	vụ
饳	đốt
流	lưu
捁	giảo
壻	tế
婑	ỏa,tuy
揖	tập,ấp
腩	nạm
絣	băng,phanh,bình
朌	phần
荟	hội,oái
脅	hiếp
襔	mãn
麁	thô
齮	nghĩ
倷	nại,nãi
蜻	tinh,thanh
痿	nuy
壁	bích
丁	tranh,chênh,trành,đinh
蠖	hoạch,oách
怛	đát
藫	đàm
哨	tiêu,tiếu,sáo
跸	tất
臁	liêm
扚	địch
轱	cô
迴	hồi
詞	từ
璫	đương,đang
鞂	kiết
疗	liệu
甭	bằng
倶	câu
磿	lịch
嫱	tường
瓊	quỳnh
埭	đại
嶱	khát
齯	nghê
巒	loan
健	kiện
孲	nha
鼣	phệ
呵	a,ha
埊	địa
壄	dã
棚	bành,bằng
丌	kỳ,cơ
釬	can,hạn,hãn
厜	tuy
髨	khôn
陊	đọa
待	đãi
瀚	hãn
泧	hoạt
稨	biển
閺	văn
儵	thúc
桑	tang
祇	kỳ,kì,chi,chỉ
宐	nghi
餁	nhẫm
吰	hoành
眴	huyễn,thuấn
僁	tất,tiết
忤	ngỗ
傕	quyết,giác
彧	úc
褔	phúc,phó
黵	đảm
皸	quân
呤	linh
筐	khuông
劔	kiếm
犀	tê
尪	uông
蘊	ôn,uẩn,uấn
绛	giáng
夒	nao
曏	hưởng,hướng
芩	cầm
乡	hưởng,hướng,hương
